date,price,bedrooms,grade,has_basement,living_in_m2,renovated,nice_view,perfect_condition,real_bathrooms,has_lavatory,single_floor,month,quartile_zone
2014-09-15,225000.0,3,2,True,206.24466,False,False,False,2,False,True,9,1
2014-07-11,250000.0,1,1,False,95.69009,False,False,False,1,False,True,7,1
2014-10-17,315000.0,2,1,False,164.43831,False,False,False,2,False,True,10,2
2015-02-18,799990.0,2,5,False,264.77355,False,False,False,2,True,False,2,4
2014-06-26,450000.0,2,2,False,142.14159,False,False,False,1,True,True,6,2
2014-09-29,425000.0,3,2,True,160.72219,False,False,False,1,True,True,9,4
2014-08-21,489900.0,2,2,False,156.07704,False,False,False,1,False,True,8,3
2015-01-26,438000.0,2,3,True,217.39302,False,False,False,2,True,True,1,4
2015-01-28,292000.0,2,3,False,149.57383,False,False,False,2,True,False,1,1
2015-03-11,730000.0,3,3,True,203.45757,False,False,False,2,True,False,3,4
2014-07-01,245000.0,2,1,False,110.55457,False,False,True,2,False,False,7,2
2014-07-10,426500.0,3,4,False,250.8381,False,False,False,2,True,False,7,2
2015-03-26,499000.0,2,2,True,117.98681,False,False,False,1,False,True,3,3
2014-10-17,395000.0,3,2,False,165.36734,False,False,False,2,False,False,10,2
2014-09-05,863000.0,3,4,True,260.1284,True,False,False,1,True,True,9,3
2014-06-26,460000.0,3,2,True,236.90265,False,False,False,2,True,True,6,2
2014-11-18,157000.0,1,1,False,80.82561,False,False,False,1,False,True,11,1
2014-08-12,589000.0,3,2,True,178.37376,False,False,True,1,True,True,8,3
2014-05-20,372500.0,3,2,False,147.71577,False,False,False,1,True,False,5,2
2014-07-29,630000.0,3,4,True,248.05101,False,False,False,2,False,False,7,3
2015-02-20,425000.0,3,2,True,212.74787,False,False,False,1,True,True,2,2
2014-07-11,162950.0,1,3,False,88.25785,False,False,False,1,False,True,7,1
2014-08-19,475000.0,3,4,False,196.95436,False,False,False,2,True,False,8,3
2014-05-12,302000.0,3,2,False,202.52854,False,False,False,2,True,False,5,2
2014-09-23,220500.0,1,1,False,91.97397,False,False,False,1,False,True,9,3
2014-06-20,400000.0,3,3,False,248.05101,False,True,False,1,True,False,6,1
2014-06-09,212500.0,1,1,False,95.69009,False,False,False,2,False,True,6,1
2014-05-24,496700.0,2,3,False,161.65122,False,False,False,2,True,False,5,3
2014-05-21,230000.0,3,1,False,179.30279,True,False,False,2,False,False,5,1
2015-04-09,802945.0,3,4,False,371.612,False,False,False,3,True,False,4,3
2014-07-22,215000.0,3,2,False,139.3545,False,False,False,2,True,False,7,1
2014-06-25,395000.0,1,3,True,125.41905,False,False,False,2,True,False,6,3
2014-05-05,560000.0,2,3,False,176.5157,False,False,False,2,True,False,5,4
2014-07-03,509000.0,1,3,False,179.30279,False,False,False,1,True,False,7,4
2015-05-04,495000.0,3,2,True,232.2575,False,True,False,3,True,True,5,1
2014-10-23,621000.0,2,2,False,124.49002,False,False,False,1,False,False,10,4
2014-08-27,537000.0,3,2,True,144.92867999999999,False,False,False,2,False,False,8,4
2014-11-21,715000.0,2,5,True,284.28318,False,False,False,3,True,False,11,4
2014-10-15,300000.0,2,2,False,157.9351,False,False,False,1,True,False,10,1
2015-03-06,365070.0,3,2,False,232.814918,False,False,False,2,True,False,3,1
2014-05-27,370000.0,1,2,True,118.91584,False,False,False,2,True,False,5,2
2014-09-18,525000.0,1,2,False,89.18688,True,False,False,1,True,True,9,4
2014-10-29,810000.0,3,4,True,329.80565,False,False,False,3,True,False,10,2
2014-09-16,1153000.0,2,5,True,351.17334,False,True,False,3,True,True,9,4
2015-04-20,185000.0,2,2,False,139.3545,False,False,False,1,True,True,4,1
2014-09-09,425000.0,2,3,True,232.2575,False,False,False,1,True,True,9,2
2014-09-02,245000.0,2,2,True,184.87697,False,False,False,3,False,True,9,1
2015-03-25,250000.0,3,1,False,143.99965,False,False,False,1,False,False,3,1
2014-11-18,510000.0,2,5,False,235.97362,False,False,False,2,True,False,11,4
2014-09-25,725000.0,2,4,False,331.66371,False,False,False,2,True,False,9,3
2014-10-06,390000.0,1,1,True,173.72861,False,False,False,1,True,False,10,2
2015-02-18,225000.0,2,2,True,201.59951,False,False,False,2,True,True,2,2
2014-10-29,1040890.0,3,4,False,388.33454,False,False,False,3,False,False,10,4
2015-03-30,555000.0,3,3,True,200.67048,True,False,False,2,True,True,3,4
2014-07-25,675000.0,2,2,True,236.90265,False,False,False,2,True,False,7,3
2014-10-16,464050.0,1,2,False,72.46433999999999,False,False,False,1,False,True,10,3
2015-01-15,389000.0,2,3,True,125.41905,False,False,False,2,True,False,1,3
2014-05-14,542000.0,3,2,True,176.5157,False,False,False,1,True,True,5,4
2014-07-01,345000.0,1,1,False,100.33524,False,False,False,1,False,True,7,3
2014-12-10,275000.0,1,2,True,119.84487,False,False,False,2,False,True,12,2
2014-07-07,670000.0,3,3,False,265.70258,False,False,True,2,True,False,7,3
2014-07-01,739900.0,3,3,False,305.65087,False,False,False,2,True,False,7,4
2014-09-19,650000.0,3,4,False,245.26391999999998,False,False,False,2,True,False,9,4
2014-11-07,785000.0,3,4,False,303.79281,False,False,False,2,True,False,11,3
2015-04-13,1150000.0,3,3,True,216.46399,False,True,False,2,True,True,4,3
2015-02-18,475000.0,1,1,False,85.47076,False,False,False,1,False,True,2,2
2015-04-01,525000.0,2,2,False,139.3545,False,False,False,1,False,True,4,4
2014-10-28,845000.0,3,5,False,267.56064,False,False,False,2,True,True,10,4
2015-01-06,653000.0,3,2,False,289.85735999999997,False,False,False,2,True,False,1,4
2014-07-24,759900.0,3,3,False,278.709,False,False,False,2,True,False,7,4
2014-05-06,488000.0,3,2,False,187.66406,False,False,False,2,False,False,5,3
2014-08-25,295000.0,2,1,False,139.3545,True,False,False,1,True,True,8,3
2014-10-21,229900.0,2,2,False,102.1933,False,False,False,1,True,True,10,1
2014-09-16,450000.0,2,2,True,170.01248999999999,False,True,False,1,True,True,9,3
2014-10-15,1072500.0,2,3,True,268.48967,True,True,False,2,True,False,10,1
2014-11-19,185000.0,1,2,False,129.13517,False,False,False,1,False,True,11,1
2015-01-05,729000.0,3,4,False,247.12198,False,False,False,2,True,False,1,3
2014-05-06,455000.0,3,2,True,208.10272,False,False,False,2,True,True,5,2
2015-04-23,765000.0,2,4,False,214.60593,False,False,False,2,True,False,4,4
2014-09-02,680000.0,3,4,False,292.64445,False,False,False,3,False,False,9,4
2014-10-09,290000.0,2,1,True,137.49644,False,False,False,1,False,True,10,1
2015-03-10,580000.0,2,3,True,203.45757,False,False,False,2,True,False,3,4
2014-06-30,760000.0,3,3,False,306.5799,False,False,False,2,True,False,6,4
2014-05-09,920000.0,3,5,False,348.38625,False,False,False,3,False,False,5,4
2014-11-19,595000.0,3,2,True,195.09629999999999,True,True,False,2,True,False,11,3
2014-06-23,470000.0,2,3,False,199.74145,False,False,False,2,True,False,6,2
2014-08-12,279000.0,2,2,True,165.36734,False,False,False,1,True,True,8,1
2014-05-14,317000.0,2,3,False,170.94152,False,False,False,2,True,False,5,2
2014-05-09,585000.0,3,3,False,222.9672,False,False,False,3,True,False,5,3
2014-09-04,229000.0,2,2,False,163.50928,False,False,False,2,False,True,9,2
2014-08-25,910000.0,2,3,True,202.52854,False,False,False,2,True,True,8,4
2015-02-24,229950.0,2,1,False,95.69009,False,False,False,1,True,True,2,1
2014-06-18,562000.0,3,3,False,259.663885,False,False,False,3,False,False,6,2
2014-10-07,229500.0,2,2,False,168.15443,False,False,False,1,True,True,10,1
2014-07-22,639000.0,3,4,False,205.31563,False,False,False,2,True,False,7,4
2014-07-21,265000.0,2,2,False,144.92867999999999,False,False,True,1,True,True,7,1
2014-09-10,340000.0,3,3,False,226.68332,False,False,False,2,True,False,9,1
2014-07-02,256000.0,3,2,False,190.45115,False,False,False,2,True,False,7,1
2014-05-29,405000.0,2,2,False,115.19972,False,False,False,2,False,True,5,4
2014-05-29,210000.0,2,2,False,147.71577,False,False,False,1,True,False,5,1
2014-06-05,749950.0,3,4,False,288.92833,False,False,False,2,True,False,6,3
2014-08-05,370000.0,3,2,True,203.45757,False,False,False,2,True,True,8,2
2014-07-21,361500.0,2,2,False,99.40621,False,False,False,1,True,True,7,4
2014-07-17,445000.0,2,3,True,195.09629999999999,False,True,False,2,True,True,7,1
2015-03-26,660000.0,2,4,False,216.46399,False,False,False,2,True,False,3,3
2014-08-20,299000.0,3,2,True,215.53496,True,False,False,2,False,True,8,2
2014-11-20,650000.0,3,4,True,367.89588,False,False,False,3,True,False,11,2
2014-10-03,350000.0,3,1,True,213.6769,False,False,False,2,True,False,10,3
2014-06-06,535500.0,2,3,False,160.72219,False,False,False,1,True,False,6,3
2014-08-29,673200.0,3,2,False,388.33454,False,False,False,3,False,False,8,4
2015-02-27,988990.0,3,4,False,385.54745,False,False,False,3,True,False,2,4
2014-11-17,264500.0,2,2,False,127.27711,False,False,False,2,True,False,11,2
2014-08-11,464000.0,2,3,True,228.54138,False,False,False,2,True,True,8,2
2015-02-06,475000.0,2,2,True,165.36734,False,False,False,1,True,True,2,2
2014-07-28,215000.0,2,2,False,109.62554,False,False,False,1,False,True,7,1
2015-01-26,315000.0,1,2,False,104.05136,False,False,False,1,False,True,1,2
2014-08-25,213500.0,2,2,False,113.34166,False,False,False,1,False,True,8,1
2014-11-04,225000.0,1,2,False,87.32882,False,False,False,1,False,True,11,1
2015-02-20,260000.0,2,2,False,138.332567,False,False,False,2,True,False,2,1
2015-02-11,785000.0,3,5,False,306.5799,False,False,False,2,True,False,2,4
2015-03-04,250000.0,1,1,True,130.0642,False,False,False,1,False,False,3,1
2014-11-04,449500.0,3,2,True,211.81884,False,False,False,3,False,True,11,2
2014-10-31,515000.0,2,3,False,195.09629999999999,False,False,False,2,True,False,10,4
2014-11-13,729999.0,1,5,True,151.43189,False,False,False,2,True,False,11,3
2014-05-09,224500.0,3,2,False,132.85129,False,False,False,1,False,False,5,1
2015-03-06,959000.0,2,5,False,308.43796,False,False,True,2,True,True,3,2
2014-05-22,398000.0,1,1,False,54.81277,False,False,False,1,False,False,5,2
2014-08-20,738950.0,3,3,False,209.96078,True,False,False,2,True,True,8,4
2014-06-18,190000.0,1,1,False,66.89016,False,False,False,1,False,True,6,2
2014-06-03,689800.0,2,3,True,222.03817,False,False,True,2,True,True,6,2
2014-12-26,152500.0,3,1,False,160.72219,False,False,False,1,False,False,12,1
2015-04-16,775000.0,2,4,False,329.80565,False,False,False,2,True,False,4,4
2015-01-30,330000.0,2,2,False,198.81242,False,False,False,1,False,True,1,2
2014-06-28,339900.0,2,2,False,111.4836,False,False,True,1,False,True,6,2
2014-09-26,235000.0,2,2,False,89.18688,False,False,False,1,False,True,9,2
2015-04-08,490000.0,3,3,True,314.94117,False,False,False,2,True,True,4,3
2015-05-12,825000.0,2,2,True,186.73503,False,False,True,1,True,False,5,3
2014-08-21,222000.0,2,2,False,111.4836,False,False,False,2,False,True,8,1
2015-05-06,250000.0,2,2,False,97.54814999999999,False,False,False,2,False,True,5,1
2014-10-30,340500.0,2,3,True,285.21220999999997,False,False,False,2,True,False,10,1
2014-06-19,350000.0,1,1,True,150.50286,False,False,True,1,False,True,6,2
2014-10-21,442000.0,1,1,False,91.97397,False,True,False,1,False,False,10,2
2014-11-11,430000.0,3,2,True,169.08346,False,False,False,2,True,True,11,2
2015-03-22,608000.0,2,3,True,222.9672,False,False,False,2,False,False,3,2
2014-07-14,269950.0,2,2,True,141.21256,False,False,False,2,True,True,7,2
2014-11-18,505000.0,1,2,True,116.12875,False,False,False,1,False,True,11,3
2014-07-10,655000.0,3,2,True,201.59951,False,False,False,2,True,False,7,3
2014-10-30,395000.0,2,3,False,233.18653,False,False,False,2,True,False,10,1
2015-03-16,349000.0,2,2,True,166.29637,False,False,True,1,True,True,3,1
2014-08-12,241450.0,2,2,False,102.1933,False,False,False,1,False,True,8,2
2015-01-21,560000.0,3,3,True,236.90265,False,False,False,2,True,True,1,4
2014-08-05,288000.0,1,2,False,132.85129,False,False,False,1,True,False,8,2
2014-05-30,490000.0,2,2,True,178.37376,False,True,False,1,True,True,5,2
2015-03-25,494000.0,3,2,True,166.29637,False,False,False,2,True,True,3,2
2014-06-10,268000.0,1,2,True,128.20614,False,False,False,1,False,True,6,2
2014-06-12,315000.0,1,1,False,90.11591,False,False,False,1,False,True,6,2
2014-06-18,410000.0,3,3,True,183.01891,False,False,False,2,False,True,6,2
2015-02-23,300000.0,2,3,True,264.77355,False,False,False,3,False,True,2,1
2015-04-14,553000.0,2,2,True,123.56099,False,False,False,1,False,True,4,3
2014-12-18,390000.0,2,2,False,148.6448,False,False,False,1,True,True,12,2
2015-01-13,335000.0,1,3,False,117.98681,False,False,False,1,True,False,1,2
2015-02-23,598780.0,3,2,True,282.42512,False,False,False,2,True,True,2,4
2015-04-06,699000.0,3,5,False,300.07669,False,False,False,2,True,False,4,3
2015-03-25,219000.0,2,1,False,116.12875,False,False,True,1,False,False,3,1
2014-12-02,440000.0,3,3,False,157.00607,False,False,False,1,True,False,12,2
2015-01-07,291000.0,2,2,True,137.49644,False,False,False,2,True,True,1,1
2015-02-18,604000.0,2,2,False,133.78032,False,False,False,1,False,True,2,4
2014-12-31,690000.0,2,3,False,175.58667,False,True,False,2,False,True,12,2
2014-08-04,400000.0,2,4,False,172.79958,False,False,False,2,False,True,8,2
2014-06-23,235000.0,3,2,True,134.70935,False,False,False,1,True,False,6,1
2015-04-20,440000.0,2,3,False,189.52212,False,False,False,2,True,False,4,2
2014-07-23,282500.0,2,2,False,155.14801,False,False,False,2,True,False,7,1
2015-03-25,505000.0,2,2,False,128.20614,False,False,False,1,False,False,3,4
2014-11-05,865000.0,2,5,False,283.35415,False,False,False,2,True,False,11,4
2014-12-17,630000.0,3,2,True,269.4187,False,False,False,2,True,False,12,2
2015-04-15,425000.0,2,2,False,156.07704,False,False,False,1,True,False,4,2
2014-07-25,282000.0,3,2,False,222.03817,False,False,False,2,True,False,7,1
2014-08-06,285000.0,2,2,False,180.23182,False,False,False,2,True,False,8,1
2014-07-26,210000.0,1,3,False,92.903,False,False,False,1,True,True,7,1
2015-03-12,628000.0,3,3,False,241.5478,False,False,False,2,True,False,3,2
2014-08-14,682000.0,3,4,False,256.41228,False,False,False,2,True,False,8,2
2015-02-12,570000.0,2,3,True,130.0642,False,False,False,2,False,False,2,4
2014-10-14,445000.0,2,3,False,171.87055,False,False,False,1,True,False,10,4
2014-08-25,660000.0,2,3,True,209.96078,False,False,False,3,False,False,8,3
2014-06-11,330000.0,2,4,False,205.31563,False,False,False,2,True,False,6,1
2014-12-05,675000.0,2,3,True,192.30921,False,True,False,2,True,False,12,3
2014-07-07,437500.0,2,1,False,138.42547,False,False,True,2,False,False,7,3
2014-08-18,377000.0,2,1,False,169.08346,False,False,False,1,True,True,8,3
2015-04-30,449500.0,3,4,False,223.89623,False,False,False,2,True,False,4,1
2014-09-11,384205.0,2,3,False,168.15443,False,False,False,2,True,False,9,3
2014-11-21,277950.0,2,2,False,195.09629999999999,False,False,False,2,True,False,11,1
2015-01-08,375000.0,3,3,False,195.09629999999999,False,False,True,2,True,True,1,2
2014-06-17,402000.0,2,2,True,134.70935,False,False,False,1,True,True,6,2
2014-07-14,525000.0,3,2,True,219.25108,False,False,False,2,True,True,7,4
2014-05-20,243000.0,1,2,True,164.43831,False,False,False,1,False,False,5,1
2014-11-11,590000.0,2,3,False,231.32847,False,False,False,2,True,False,11,4
2015-03-27,790000.0,2,4,False,228.54138,False,False,False,2,True,False,3,3
2014-09-19,515000.0,2,3,False,148.6448,False,False,False,1,True,True,9,4
2015-02-17,315000.0,2,2,True,175.58667,False,False,True,1,True,True,2,2
2014-06-25,418800.0,3,2,True,195.09629999999999,False,False,False,2,True,True,6,2
2014-05-30,715000.0,3,3,True,317.72826,False,True,True,1,True,True,5,2
2015-05-11,360000.0,2,2,True,168.15443,False,False,True,1,True,True,5,1
2014-12-23,225000.0,2,1,False,93.83203,False,False,False,1,False,True,12,1
2014-08-26,216000.0,1,1,False,79.89658,False,False,False,1,False,True,8,1
2014-06-18,900000.0,3,3,False,280.56706,True,False,False,3,False,False,6,4
2015-04-20,426000.0,2,2,True,205.31563,True,False,False,2,True,False,4,1
2014-10-30,345000.0,1,2,False,90.11591,False,False,False,1,False,True,10,2
2015-02-24,470000.0,3,3,False,231.32847,False,False,False,1,True,False,2,2
2014-09-23,445000.0,2,3,False,205.31563,False,False,False,2,True,False,9,2
2014-06-20,595000.0,2,3,False,305.65087,False,False,False,2,True,False,6,2
2015-05-08,450000.0,1,2,False,160.72219,False,False,False,2,False,False,5,3
2015-03-11,680000.0,3,3,True,226.68332,False,False,False,3,True,False,3,2
2014-06-12,397990.0,2,2,False,109.62554,False,False,False,1,False,True,6,3
2015-03-04,900000.0,2,5,False,315.8702,False,False,False,2,True,False,3,4
2014-11-07,224500.0,2,2,False,120.7739,False,False,False,1,True,True,11,1
2014-12-09,345000.0,2,2,False,157.00607,False,False,False,2,True,False,12,2
2014-11-17,453000.0,1,2,True,107.76748,False,False,False,1,True,False,11,3
2014-12-29,1151250.0,3,4,False,180.23182,False,False,False,2,True,False,12,4
2014-05-25,675000.0,2,5,True,276.85094,False,False,False,3,False,True,5,4
2014-10-27,450000.0,2,2,False,230.39944,False,False,False,2,True,False,10,3
2014-08-08,300000.0,1,2,False,106.83845,False,False,False,1,True,False,8,2
2015-03-17,890000.0,3,3,True,257.34131,False,False,False,3,True,True,3,3
2014-11-18,525000.0,3,4,True,367.89588,False,False,False,3,True,False,11,2
2015-05-01,171500.0,2,1,False,106.83845,False,False,False,1,False,False,5,1
2014-07-08,623000.0,2,3,False,190.45115,False,False,False,1,True,True,7,4
2014-06-23,550000.0,2,3,False,176.5157,True,False,False,2,True,False,6,4
2014-10-15,330000.0,2,2,False,122.63195999999999,False,False,False,1,True,False,10,3
2014-08-11,355000.0,2,2,False,147.71577,False,False,False,2,True,False,8,3
2014-06-13,863000.0,3,5,False,382.76036,False,False,False,2,True,False,6,4
2015-04-09,289000.0,1,2,True,191.008568,False,False,False,1,True,True,4,1
2014-06-25,1140000.0,3,4,False,307.50893,True,False,True,2,True,False,6,3
2015-04-28,425996.0,3,4,False,238.574904,False,False,False,2,True,False,4,1
2014-05-08,349000.0,2,2,False,147.71577,False,False,False,1,True,True,5,2
2014-06-05,1155000.0,3,5,True,276.85094,False,True,False,2,True,False,6,4
2015-05-07,365000.0,2,2,False,265.70258,False,False,False,2,True,False,5,2
2014-08-12,316000.0,2,2,False,176.5157,False,False,False,2,True,False,8,2
2014-10-06,654000.0,2,5,True,206.24466,False,False,False,2,True,False,10,3
2015-03-30,833000.0,3,3,True,203.45757,False,True,False,2,True,True,3,4
2014-12-10,929000.0,3,5,False,385.54745,False,False,False,3,True,False,12,4
2014-08-19,426000.0,2,2,False,104.98039,False,False,True,1,False,True,8,4
2015-04-16,446250.0,2,4,False,221.10914,False,False,False,2,True,False,4,2
2014-06-20,995000.0,3,5,True,357.67655,False,True,False,3,True,False,6,4
2015-05-05,730000.0,3,3,True,232.2575,False,False,False,3,False,True,5,4
2015-01-16,356000.0,3,2,False,148.6448,False,False,True,2,False,True,1,2
2015-03-24,823000.0,2,4,False,237.83168,False,False,False,2,True,False,3,4
2015-02-05,419900.0,3,3,True,267.56064,False,False,False,3,True,False,2,2
2014-06-06,1150000.0,2,5,True,201.59951,False,True,False,1,True,True,6,4
2014-09-05,482500.0,3,3,False,273.13482,False,False,False,3,True,False,9,2
2014-08-04,550000.0,2,4,False,271.27676,False,False,False,2,True,False,8,1
2014-08-12,219000.0,2,2,False,111.4836,False,False,False,1,True,True,8,1
2015-04-09,465000.0,2,4,False,190.45115,False,False,False,2,True,False,4,1
2014-08-11,640000.0,3,3,True,228.54138,False,False,False,2,True,True,8,3
2014-09-04,980000.0,3,3,True,301.93475,True,False,False,3,True,False,9,4
2014-08-07,390000.0,2,2,True,157.00607,False,False,False,2,True,True,8,2
2014-05-21,1003000.0,3,2,True,212.74787,False,False,False,2,True,False,5,3
2014-10-01,703011.0,1,3,True,127.27711,False,True,False,1,False,True,10,4
2014-12-03,445000.0,2,3,False,249.90906999999999,False,False,False,2,True,False,12,2
2014-05-15,349950.0,2,3,False,157.9351,False,False,False,2,True,False,5,1
2014-06-18,650000.0,2,3,True,271.27676,False,False,False,1,True,True,6,4
2014-07-29,337000.0,3,3,False,147.71577,False,False,False,2,False,True,7,2
2015-01-28,357000.0,3,2,False,183.94794,False,False,True,2,True,False,1,2
2014-10-23,289950.0,2,2,False,192.30921,False,False,False,2,True,False,10,1
2014-12-16,767500.0,1,3,True,205.31563,False,True,False,1,True,True,12,3
2014-11-10,379400.0,3,2,True,196.95436,False,False,False,1,True,True,11,3
2014-06-09,378500.0,1,2,False,67.81919,False,False,False,1,False,True,6,3
2015-03-05,733000.0,3,2,True,205.31563,False,False,False,2,True,True,3,4
2014-09-26,167000.0,2,2,False,141.21256,False,False,False,2,False,True,9,2
2015-02-05,493500.0,2,3,True,167.2254,False,False,False,1,True,True,2,3
2014-06-04,411715.0,2,2,True,170.94152,False,False,True,1,True,True,6,2
2015-03-20,830200.0,2,3,True,248.98004,False,False,True,2,True,True,3,4
2014-10-16,370000.0,2,3,False,231.32847,False,True,False,2,True,False,10,1
2014-12-05,743000.0,3,4,False,316.79923,False,False,False,2,True,False,12,4
2015-04-02,936000.0,3,5,False,309.36699,False,False,False,2,True,False,4,4
2014-06-24,225000.0,2,2,False,123.56099,False,False,False,1,True,True,6,1
2015-03-24,950968.0,3,3,False,299.14766,False,False,False,3,True,False,3,4
2014-08-05,805000.0,3,4,False,280.56706,False,False,False,2,True,False,8,3
2015-05-12,550000.0,1,2,True,131.92226,False,False,False,1,False,True,5,3
2014-11-07,614000.0,3,3,True,267.56064,False,False,False,2,True,True,11,3
2014-08-13,1050000.0,3,4,True,295.43154,False,True,False,3,True,False,8,4
2014-06-27,327000.0,3,3,False,222.9672,False,False,False,2,True,False,6,1
2014-11-10,580500.0,2,3,False,215.53496,False,False,False,2,True,False,11,3
2014-10-01,510000.0,2,2,True,255.48325,False,False,False,2,True,False,10,2
2014-08-13,535000.0,2,3,False,122.63195999999999,False,False,False,2,True,False,8,3
2014-05-05,549000.0,1,2,False,105.90942,False,False,True,1,False,True,5,4
2015-05-07,285000.0,2,2,False,148.6448,False,False,False,1,True,True,5,1
2014-06-11,762400.0,2,3,True,225.75429,True,True,False,1,True,True,6,4
2014-11-24,858450.0,3,4,False,321.44438,False,False,False,2,True,False,11,4
2014-05-16,314000.0,3,3,False,217.39302,False,False,False,2,True,False,5,2
2015-03-16,436000.0,2,3,True,139.3545,False,False,False,1,True,True,3,3
2014-09-17,365000.0,1,2,False,133.78032,False,False,False,2,False,True,9,3
2014-06-26,815000.0,2,4,False,210.88981,False,False,False,2,False,True,6,4
2015-01-27,678500.0,3,3,False,243.40586,False,False,False,3,False,False,1,2
2015-02-18,400000.0,2,2,False,153.28995,False,False,False,2,False,False,2,3
2015-03-17,363000.0,2,2,True,182.08988,False,False,False,1,True,True,3,1
2014-07-17,414000.0,3,3,False,282.889635,False,False,False,3,False,False,7,2
2014-08-13,375000.0,3,3,False,195.09629999999999,False,False,False,2,True,False,8,2
2014-09-23,350000.0,2,2,True,170.94152,False,False,False,2,True,True,9,2
2015-03-27,500000.0,3,2,False,238.76071,False,True,False,3,False,False,3,3
2015-04-02,459000.0,3,1,True,219.25108,False,False,True,2,False,True,4,2
2014-07-02,480000.0,3,2,False,200.67048,False,False,False,2,True,False,7,3
2014-11-10,520000.0,2,3,False,132.85129,False,False,False,1,True,False,11,3
2015-01-07,625000.0,3,4,False,277.77997,False,False,False,2,True,False,1,3
2014-06-23,471001.0,2,2,True,167.2254,False,False,True,1,True,True,6,3
2014-11-14,1015000.0,2,3,True,267.56064,True,False,False,3,True,True,11,4
2014-08-02,565000.0,2,2,False,157.9351,False,False,True,2,True,False,8,4
